Record,Sample_ID,depth mbsf,age_tuned,tuning target,age model source,benthic d13C VPDB,benthic d18O VPDB,benthic Species,benthic Source,benthic d13C VPDB Corr,benthic d18O VPDB Corr,IsotopeCorrNote,benthic d13C VPDB CorrAdjusted,benthic d18O VPDB CorrAdjusted,benthic_CorrAdjusted_Note,benthic d13C smoothLoess10,benthic d18O smoothLoess10
1264,"208-1264B-21H-4W,85-86",193.15,18.689,Eccentricity,Liebrand et al. 2016,1,1.69,CMUND,Liebrand et al. 2011;2016,1,2.33,d18O +0.64‰; d13C +0.00‰,0.5,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,87.5-88.5",193.175,18.6926,Eccentricity,Liebrand et al. 2016,1.11,1.77,CMUND,Liebrand et al. 2011;2016,1.11,2.41,d18O +0.64‰; d13C +0.00‰,0.61,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,90-91",193.2,18.6963,Eccentricity,Liebrand et al. 2016,0.97,1.65,CMUND,Liebrand et al. 2011;2016,0.97,2.29,d18O +0.64‰; d13C +0.00‰,0.47,2.19,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,92.5-93.5",193.225,18.6999,Eccentricity,Liebrand et al. 2016,1.25,1.78,CMUND,Liebrand et al. 2011;2016,1.25,2.42,d18O +0.64‰; d13C +0.00‰,0.75,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,95-96",193.25,18.7035,Eccentricity,Liebrand et al. 2016,1.14,1.78,CMUND,Liebrand et al. 2011;2016,1.14,2.42,d18O +0.64‰; d13C +0.00‰,0.64,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,97.5-98.5",193.275,18.7072,Eccentricity,Liebrand et al. 2016,1.03,1.7,CMUND,Liebrand et al. 2011;2016,1.03,2.34,d18O +0.64‰; d13C +0.00‰,0.53,2.24,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,100-101",193.3,18.7108,Eccentricity,Liebrand et al. 2016,1.1,1.78,CMUND,Liebrand et al. 2011;2016,1.1,2.42,d18O +0.64‰; d13C +0.00‰,0.6,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,102.5-103.5",193.325,18.7145,Eccentricity,Liebrand et al. 2016,1.21,1.88,CMUND,Liebrand et al. 2011;2016,1.21,2.52,d18O +0.64‰; d13C +0.00‰,0.71,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,105-106",193.35,18.7181,Eccentricity,Liebrand et al. 2016,0.93,1.72,CMUND,Liebrand et al. 2011;2016,0.93,2.36,d18O +0.64‰; d13C +0.00‰,0.43,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,107.5-108.5",193.375,18.7218,Eccentricity,Liebrand et al. 2016,0.73,1.69,CMUND,Liebrand et al. 2011;2016,0.73,2.33,d18O +0.64‰; d13C +0.00‰,0.23,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,110-111",193.4,18.7254,Eccentricity,Liebrand et al. 2016,1.09,1.74,CMUND,Liebrand et al. 2011;2016,1.09,2.38,d18O +0.64‰; d13C +0.00‰,0.59,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,112.5-113.5",193.425,18.7291,Eccentricity,Liebrand et al. 2016,0.94,1.69,CMUND,Liebrand et al. 2011;2016,0.94,2.33,d18O +0.64‰; d13C +0.00‰,0.44,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,115-116",193.45,18.7327,Eccentricity,Liebrand et al. 2016,0.91,1.67,CMUND,Liebrand et al. 2011;2016,0.91,2.31,d18O +0.64‰; d13C +0.00‰,0.41,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,117.5-118.5",193.475,18.7364,Eccentricity,Liebrand et al. 2016,0.76,1.57,CMUND,Liebrand et al. 2011;2016,0.76,2.21,d18O +0.64‰; d13C +0.00‰,0.26,2.11,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,120-121",193.5,18.74,Eccentricity,Liebrand et al. 2016,1,1.87,CMUND,Liebrand et al. 2011;2016,1,2.51,d18O +0.64‰; d13C +0.00‰,0.5,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,122.5-123.5",193.525,18.7436,Eccentricity,Liebrand et al. 2016,0.73,1.64,CMUND,Liebrand et al. 2011;2016,0.73,2.28,d18O +0.64‰; d13C +0.00‰,0.23,2.18,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,125-126",193.55,18.7473,Eccentricity,Liebrand et al. 2016,0.98,1.45,CMUND,Liebrand et al. 2011;2016,0.98,2.09,d18O +0.64‰; d13C +0.00‰,0.48,1.99,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,127.5-128.5",193.575,18.7509,Eccentricity,Liebrand et al. 2016,0.81,1.57,CMUND,Liebrand et al. 2011;2016,0.81,2.21,d18O +0.64‰; d13C +0.00‰,0.31,2.11,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,130-131",193.6,18.7546,Eccentricity,Liebrand et al. 2016,1.09,2.12,CMUND,Liebrand et al. 2011;2016,1.09,2.76,d18O +0.64‰; d13C +0.00‰,0.59,2.66,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,132.5-133.5",193.625,18.7582,Eccentricity,Liebrand et al. 2016,0.62,1.74,CMUND,Liebrand et al. 2011;2016,0.62,2.38,d18O +0.64‰; d13C +0.00‰,0.12,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,135-136",193.65,18.7619,Eccentricity,Liebrand et al. 2016,1.04,1.96,CMUND,Liebrand et al. 2011;2016,1.04,2.6,d18O +0.64‰; d13C +0.00‰,0.54,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,137.5-138.5",193.675,18.7655,Eccentricity,Liebrand et al. 2016,0.86,1.71,CMUND,Liebrand et al. 2011;2016,0.86,2.35,d18O +0.64‰; d13C +0.00‰,0.36,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,140-141",193.7,18.7692,Eccentricity,Liebrand et al. 2016,1.28,1.84,CMUND,Liebrand et al. 2011;2016,1.28,2.48,d18O +0.64‰; d13C +0.00‰,0.78,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,142.5-143.5",193.725,18.7728,Eccentricity,Liebrand et al. 2016,0.96,1.78,CMUND,Liebrand et al. 2011;2016,0.96,2.42,d18O +0.64‰; d13C +0.00‰,0.46,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,145-146",193.75,18.7766,Eccentricity,Liebrand et al. 2016,0.91,1.69,CMUND,Liebrand et al. 2011;2016,0.91,2.33,d18O +0.64‰; d13C +0.00‰,0.41,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-4W,147.5-148.5",193.775,18.7804,Eccentricity,Liebrand et al. 2016,1.32,1.86,CMUND,Liebrand et al. 2011;2016,1.32,2.5,d18O +0.64‰; d13C +0.00‰,0.82,2.4,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,0-1",193.8,18.7843,Eccentricity,Liebrand et al. 2016,0.97,1.69,CMUND,Liebrand et al. 2011;2016,0.97,2.33,d18O +0.64‰; d13C +0.00‰,0.47,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,2.5-3.5",193.825,18.7882,Eccentricity,Liebrand et al. 2016,1.12,1.9,CMUND,Liebrand et al. 2011;2016,1.12,2.54,d18O +0.64‰; d13C +0.00‰,0.62,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,5-6",193.85,18.7921,Eccentricity,Liebrand et al. 2016,1.01,1.45,CMUND,Liebrand et al. 2011;2016,1.01,2.09,d18O +0.64‰; d13C +0.00‰,0.51,1.99,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,7.5-8.5",193.875,18.796,Eccentricity,Liebrand et al. 2016,0.56,1.57,CMUND,Liebrand et al. 2011;2016,0.56,2.21,d18O +0.64‰; d13C +0.00‰,0.06,2.11,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,12.5-13.5",193.925,18.8037,Eccentricity,Liebrand et al. 2016,1.02,1.82,CMUND,Liebrand et al. 2011;2016,1.02,2.46,d18O +0.64‰; d13C +0.00‰,0.52,2.36,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,15-16",193.95,18.8076,Eccentricity,Liebrand et al. 2016,0.92,1.71,CMUND,Liebrand et al. 2011;2016,0.92,2.35,d18O +0.64‰; d13C +0.00‰,0.42,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,20-21",194,18.8154,Eccentricity,Liebrand et al. 2016,0.93,1.85,CMUND,Liebrand et al. 2011;2016,0.93,2.49,d18O +0.64‰; d13C +0.00‰,0.43,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,22.5-23.5",194.025,18.8193,Eccentricity,Liebrand et al. 2016,0.88,1.58,CMUND,Liebrand et al. 2011;2016,0.88,2.22,d18O +0.64‰; d13C +0.00‰,0.38,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,25-26",194.05,18.8231,Eccentricity,Liebrand et al. 2016,1.28,2,CMUND,Liebrand et al. 2011;2016,1.28,2.64,d18O +0.64‰; d13C +0.00‰,0.78,2.54,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,27.5-28.5",194.075,18.827,Eccentricity,Liebrand et al. 2016,0.99,1.73,CMUND,Liebrand et al. 2011;2016,0.99,2.37,d18O +0.64‰; d13C +0.00‰,0.49,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,30-31",194.1,18.8309,Eccentricity,Liebrand et al. 2016,0.87,1.87,CMUND,Liebrand et al. 2011;2016,0.87,2.51,d18O +0.64‰; d13C +0.00‰,0.37,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,32.5-33.5",194.125,18.8348,Eccentricity,Liebrand et al. 2016,1.03,1.9,CMUND,Liebrand et al. 2011;2016,1.03,2.54,d18O +0.64‰; d13C +0.00‰,0.53,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,35-36",194.15,18.8387,Eccentricity,Liebrand et al. 2016,0.92,1.85,CMUND,Liebrand et al. 2011;2016,0.92,2.49,d18O +0.64‰; d13C +0.00‰,0.42,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,37.5-38.5",194.175,18.8425,Eccentricity,Liebrand et al. 2016,1.06,1.62,CMUND,Liebrand et al. 2011;2016,1.06,2.26,d18O +0.64‰; d13C +0.00‰,0.56,2.16,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,40-41",194.2,18.8464,Eccentricity,Liebrand et al. 2016,0.88,1.94,CMUND,Liebrand et al. 2011;2016,0.88,2.58,d18O +0.64‰; d13C +0.00‰,0.38,2.48,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,42.5-43.5",194.225,18.8503,Eccentricity,Liebrand et al. 2016,0.99,2.04,CMUND,Liebrand et al. 2011;2016,0.99,2.68,d18O +0.64‰; d13C +0.00‰,0.49,2.58,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,45-46",194.25,18.8542,Eccentricity,Liebrand et al. 2016,0.91,1.75,CMUND,Liebrand et al. 2011;2016,0.91,2.39,d18O +0.64‰; d13C +0.00‰,0.41,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,50-51",194.3,18.8619,Eccentricity,Liebrand et al. 2016,0.86,1.63,CMUND,Liebrand et al. 2011;2016,0.86,2.27,d18O +0.64‰; d13C +0.00‰,0.36,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,52.5-53.5",194.325,18.8658,Eccentricity,Liebrand et al. 2016,0.75,1.49,CMUND,Liebrand et al. 2011;2016,0.75,2.13,d18O +0.64‰; d13C +0.00‰,0.25,2.03,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,55-56",194.35,18.8697,Eccentricity,Liebrand et al. 2016,0.78,1.6,CMUND,Liebrand et al. 2011;2016,0.78,2.24,d18O +0.64‰; d13C +0.00‰,0.28,2.14,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,57.5-58.5",194.375,18.8736,Eccentricity,Liebrand et al. 2016,1.02,1.96,CMUND,Liebrand et al. 2011;2016,1.02,2.6,d18O +0.64‰; d13C +0.00‰,0.52,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,60-61",194.4,18.8775,Eccentricity,Liebrand et al. 2016,0.96,1.72,CMUND,Liebrand et al. 2011;2016,0.96,2.36,d18O +0.64‰; d13C +0.00‰,0.46,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,62.5-63.5",194.425,18.8814,Eccentricity,Liebrand et al. 2016,0.86,1.69,CMUND,Liebrand et al. 2011;2016,0.86,2.33,d18O +0.64‰; d13C +0.00‰,0.36,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,65-66",194.45,18.8852,Eccentricity,Liebrand et al. 2016,0.84,1.66,CMUND,Liebrand et al. 2011;2016,0.84,2.3,d18O +0.64‰; d13C +0.00‰,0.34,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,67.5-68.5",194.475,18.8891,Eccentricity,Liebrand et al. 2016,0.9,1.9,CMUND,Liebrand et al. 2011;2016,0.9,2.54,d18O +0.64‰; d13C +0.00‰,0.4,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,70-71",194.5,18.893,Eccentricity,Liebrand et al. 2016,1.06,1.87,CMUND,Liebrand et al. 2011;2016,1.06,2.51,d18O +0.64‰; d13C +0.00‰,0.56,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,84-85",190.64,18.8944,Eccentricity,Liebrand et al. 2016,1.11,1.8,CMUND,Liebrand et al. 2011;2016,1.11,2.44,d18O +0.64‰; d13C +0.00‰,0.61,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,72.5-73.5",194.525,18.8965,Eccentricity,Liebrand et al. 2016,0.88,1.82,CMUND,Liebrand et al. 2011;2016,0.88,2.46,d18O +0.64‰; d13C +0.00‰,0.38,2.36,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,86-87",190.66,18.8972,Eccentricity,Liebrand et al. 2016,1.09,2,CMUND,Liebrand et al. 2011;2016,1.09,2.64,d18O +0.64‰; d13C +0.00‰,0.59,2.54,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,88-89",190.68,18.9,Eccentricity,Liebrand et al. 2016,1.05,1.79,CMUND,Liebrand et al. 2011;2016,1.05,2.43,d18O +0.64‰; d13C +0.00‰,0.55,2.33,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264B-21H-5W,75-76",194.55,18.9,Eccentricity,Liebrand et al. 2016,1,1.98,CMUND,Liebrand et al. 2011;2016,1,2.62,d18O +0.64‰; d13C +0.00‰,0.5,2.52,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,90-91",190.7,18.9028,Eccentricity,Liebrand et al. 2016,1.04,1.59,CMUND,Liebrand et al. 2011;2016,1.04,2.23,d18O +0.64‰; d13C +0.00‰,0.54,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,92-93",190.72,18.9056,Eccentricity,Liebrand et al. 2016,1.11,1.59,CMUND,Liebrand et al. 2011;2016,1.11,2.23,d18O +0.64‰; d13C +0.00‰,0.61,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,94-95",190.74,18.9083,Eccentricity,Liebrand et al. 2016,1.16,1.74,CMUND,Liebrand et al. 2011;2016,1.16,2.38,d18O +0.64‰; d13C +0.00‰,0.66,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,96-97",190.76,18.9111,Eccentricity,Liebrand et al. 2016,1.06,1.67,CMUND,Liebrand et al. 2011;2016,1.06,2.31,d18O +0.64‰; d13C +0.00‰,0.56,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,98-99",190.78,18.9139,Eccentricity,Liebrand et al. 2016,1.27,1.55,CMUND,Liebrand et al. 2011;2016,1.27,2.19,d18O +0.64‰; d13C +0.00‰,0.77,2.09,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,100-101",190.8,18.9167,Eccentricity,Liebrand et al. 2016,1.25,1.81,CMUND,Liebrand et al. 2011;2016,1.25,2.45,d18O +0.64‰; d13C +0.00‰,0.75,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,102-103",190.82,18.9195,Eccentricity,Liebrand et al. 2016,1.18,1.66,CMUND,Liebrand et al. 2011;2016,1.18,2.3,d18O +0.64‰; d13C +0.00‰,0.68,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,104-105",190.84,18.9223,Eccentricity,Liebrand et al. 2016,1.2,1.49,CMUND,Liebrand et al. 2011;2016,1.2,2.13,d18O +0.64‰; d13C +0.00‰,0.7,2.03,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,106-107",190.86,18.9251,Eccentricity,Liebrand et al. 2016,0.98,1.8,CMUND,Liebrand et al. 2011;2016,0.98,2.44,d18O +0.64‰; d13C +0.00‰,0.48,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,108-109",190.88,18.9279,Eccentricity,Liebrand et al. 2016,1.27,1.59,CMUND,Liebrand et al. 2011;2016,1.27,2.23,d18O +0.64‰; d13C +0.00‰,0.77,2.13,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,110-111",190.9,18.9307,Eccentricity,Liebrand et al. 2016,1.3,1.58,CMUND,Liebrand et al. 2011;2016,1.3,2.22,d18O +0.64‰; d13C +0.00‰,0.8,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,112-113",190.92,18.9334,Eccentricity,Liebrand et al. 2016,1.07,1.81,CMUND,Liebrand et al. 2011;2016,1.07,2.45,d18O +0.64‰; d13C +0.00‰,0.57,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,114-115",190.94,18.9362,Eccentricity,Liebrand et al. 2016,1.22,1.77,CMUND,Liebrand et al. 2011;2016,1.22,2.41,d18O +0.64‰; d13C +0.00‰,0.72,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,116-117",190.96,18.939,Eccentricity,Liebrand et al. 2016,1.33,1.67,CMUND,Liebrand et al. 2011;2016,1.33,2.31,d18O +0.64‰; d13C +0.00‰,0.83,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,118-119",190.98,18.9418,Eccentricity,Liebrand et al. 2016,1.36,1.67,CMUND,Liebrand et al. 2011;2016,1.36,2.31,d18O +0.64‰; d13C +0.00‰,0.86,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,120-121",191,18.9446,Eccentricity,Liebrand et al. 2016,1.39,1.74,CMUND,Liebrand et al. 2011;2016,1.39,2.38,d18O +0.64‰; d13C +0.00‰,0.89,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,122-123",191.02,18.9474,Eccentricity,Liebrand et al. 2016,1.16,1.68,CMUND,Liebrand et al. 2011;2016,1.16,2.32,d18O +0.64‰; d13C +0.00‰,0.66,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,124-125",191.04,18.9502,Eccentricity,Liebrand et al. 2016,1.31,1.62,CMUND,Liebrand et al. 2011;2016,1.31,2.26,d18O +0.64‰; d13C +0.00‰,0.81,2.16,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,126-127",191.06,18.953,Eccentricity,Liebrand et al. 2016,1.2,1.65,CMUND,Liebrand et al. 2011;2016,1.2,2.29,d18O +0.64‰; d13C +0.00‰,0.7,2.19,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,128-129",191.08,18.9558,Eccentricity,Liebrand et al. 2016,1.41,1.68,CMUND,Liebrand et al. 2011;2016,1.41,2.32,d18O +0.64‰; d13C +0.00‰,0.91,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,130-131",191.1,18.9585,Eccentricity,Liebrand et al. 2016,1.48,1.66,CMUND,Liebrand et al. 2011;2016,1.48,2.3,d18O +0.64‰; d13C +0.00‰,0.98,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,132-133",191.12,18.9613,Eccentricity,Liebrand et al. 2016,1.29,1.76,CMUND,Liebrand et al. 2011;2016,1.29,2.4,d18O +0.64‰; d13C +0.00‰,0.79,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,134-135",191.14,18.9641,Eccentricity,Liebrand et al. 2016,1.34,1.63,CMUND,Liebrand et al. 2011;2016,1.34,2.27,d18O +0.64‰; d13C +0.00‰,0.84,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,136-137",191.16,18.9669,Eccentricity,Liebrand et al. 2016,1.23,1.62,CMUND,Liebrand et al. 2011;2016,1.23,2.26,d18O +0.64‰; d13C +0.00‰,0.73,2.16,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,138-139",191.18,18.9697,Eccentricity,Liebrand et al. 2016,1.28,1.64,CMUND,Liebrand et al. 2011;2016,1.28,2.28,d18O +0.64‰; d13C +0.00‰,0.78,2.18,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,140-141",191.2,18.9725,Eccentricity,Liebrand et al. 2016,1.37,1.71,CMUND,Liebrand et al. 2011;2016,1.37,2.35,d18O +0.64‰; d13C +0.00‰,0.87,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,142-143",191.22,18.9753,Eccentricity,Liebrand et al. 2016,1.32,1.53,CMUND,Liebrand et al. 2011;2016,1.32,2.17,d18O +0.64‰; d13C +0.00‰,0.82,2.07,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,144-145",191.24,18.9781,Eccentricity,Liebrand et al. 2016,1.34,1.54,CMUND,Liebrand et al. 2011;2016,1.34,2.18,d18O +0.64‰; d13C +0.00‰,0.84,2.08,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,146-147",191.26,18.9809,Eccentricity,Liebrand et al. 2016,1.46,1.52,CMUND,Liebrand et al. 2011;2016,1.46,2.16,d18O +0.64‰; d13C +0.00‰,0.96,2.06,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-1W,148-149",191.28,18.9836,Eccentricity,Liebrand et al. 2016,1.33,1.43,CMUND,Liebrand et al. 2011;2016,1.33,2.07,d18O +0.64‰; d13C +0.00‰,0.83,1.97,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,0-1",191.3,18.9864,Eccentricity,Liebrand et al. 2016,1.35,1.66,CMUND,Liebrand et al. 2011;2016,1.35,2.3,d18O +0.64‰; d13C +0.00‰,0.85,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,2-3",191.32,18.9892,Eccentricity,Liebrand et al. 2016,1.26,1.65,CMUND,Liebrand et al. 2011;2016,1.26,2.29,d18O +0.64‰; d13C +0.00‰,0.76,2.19,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,4-5",191.34,18.992,Eccentricity,Liebrand et al. 2016,1.41,1.85,CMUND,Liebrand et al. 2011;2016,1.41,2.49,d18O +0.64‰; d13C +0.00‰,0.91,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,6-7",191.36,18.9948,Eccentricity,Liebrand et al. 2016,1.21,1.63,CMUND,Liebrand et al. 2011;2016,1.21,2.27,d18O +0.64‰; d13C +0.00‰,0.71,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,8-9",191.38,18.9976,Eccentricity,Liebrand et al. 2016,1.35,1.63,CMUND,Liebrand et al. 2011;2016,1.35,2.27,d18O +0.64‰; d13C +0.00‰,0.85,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,10-11",191.4,19.0004,Eccentricity,Liebrand et al. 2016,1.29,1.7,CMUND,Liebrand et al. 2011;2016,1.29,2.34,d18O +0.64‰; d13C +0.00‰,0.79,2.24,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,12-13",191.42,19.0032,Eccentricity,Liebrand et al. 2016,1.37,1.54,CMUND,Liebrand et al. 2011;2016,1.37,2.18,d18O +0.64‰; d13C +0.00‰,0.87,2.08,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,14-15",191.44,19.006,Eccentricity,Liebrand et al. 2016,1.06,1.82,CMUND,Liebrand et al. 2011;2016,1.06,2.46,d18O +0.64‰; d13C +0.00‰,0.56,2.36,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,16-17",191.46,19.0087,Eccentricity,Liebrand et al. 2016,1.4,1.66,CMUND,Liebrand et al. 2011;2016,1.4,2.3,d18O +0.64‰; d13C +0.00‰,0.9,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,18-19",191.48,19.0115,Eccentricity,Liebrand et al. 2016,1.41,1.81,CMUND,Liebrand et al. 2011;2016,1.41,2.45,d18O +0.64‰; d13C +0.00‰,0.91,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,20-21",191.5,19.0143,Eccentricity,Liebrand et al. 2016,1.16,1.88,CMUND,Liebrand et al. 2011;2016,1.16,2.52,d18O +0.64‰; d13C +0.00‰,0.66,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,22-23",191.52,19.0171,Eccentricity,Liebrand et al. 2016,1.41,1.67,CMUND,Liebrand et al. 2011;2016,1.41,2.31,d18O +0.64‰; d13C +0.00‰,0.91,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,24-25",191.54,19.0199,Eccentricity,Liebrand et al. 2016,1.21,1.92,CMUND,Liebrand et al. 2011;2016,1.21,2.56,d18O +0.64‰; d13C +0.00‰,0.71,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,26-27",191.56,19.0227,Eccentricity,Liebrand et al. 2016,1.22,1.89,CMUND,Liebrand et al. 2011;2016,1.22,2.53,d18O +0.64‰; d13C +0.00‰,0.72,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-2W,28-29",191.58,19.0255,Eccentricity,Liebrand et al. 2016,1.17,1.95,CMUND,Liebrand et al. 2011;2016,1.17,2.59,d18O +0.64‰; d13C +0.00‰,0.67,2.49,d18O -0.10‰; d13C -0.50‰,,
