"Hole"	"Core"	"Section"	"Offset [cm]"	"m CSF-A"	"K [wt.%]"	"U [mg/kg]"	"Th [mg/kg]"	"GRA bulk density [g/cm^3]"
"U1447A"	76	5	130	631.4	1.0558	1.2139	3.1264	1.7127
"U1447A"	76	5	141	631.51	1.066	1.1428	1.8333	1.6698
"U1447A"	76	5	150	631.6	0.85164	1.153	3.6736	1.676
"U1447A"	76	6	1	631.62	1.0155	1.2186	3.6372	1.7095
"U1447A"	76	6	10	631.71	1.209	0.77745	2.9618	1.7221
"U1447A"	76	6	21	631.82	1.1291	1.133	3.7462	1.7141
"U1447A"	76	6	30	631.91	1.1563	1.1526	2.8593	1.6778
"U1447A"	76	6	41	632.02	1.0563	1.1498	3.3535	1.7003
"U1447A"	76	6	50	632.11	1.1177	1.3831	3.8085	1.6908
"U1447A"	76	6	61	632.22	1.3748	0.83852	3.2151	1.661
"U1447A"	76	6	70	632.31	1.1191	0.92023	2.8895	1.6577
"U1447A"	76	6	81	632.42	0.98212	1.1229	4.5033	1.6739
"U1447A"	76	6	90	632.51	1.0493	1.2635	3.6732	1.6218
"U1447A"	76	6	101	632.62	1.2656	1.6076	2.0724	1.5146
"U1447A"	76	7	1	632.64	1.0644	0.57687	3.4586	1.6506
"U1447A"	76	7	10	632.73	1.2341	1.0559	2.6832	1.666
"U1447A"	76	7	21	632.84	1.1551	1.1378	3.5887	1.6705
"U1447A"	76	7	30	632.93	1.3833	1.1446	3.4171	1.6534
"U1447A"	76	7	41	633.04	1.2145	2.1568	4.8199	1.5835
"U1447A"	76	7	50	633.13	1.2224	2.0791	4.5918	1.6126
"U1447A"	76	7	61	633.24	1.1248	0.87529	3.5138	1.7344
"U1447A"	76	7	70	633.33	0.99855	0.89097	4.4214	1.7568
"U1447A"	77	1	1	633.81	1.6922	1.0692	3.9091	0.67902
"U1447A"	77	1	10	633.9	1.0689	0.95528	4.4701	1.3526
"U1447A"	77	1	21	634.01	1.1349	1.177	2.3925	1.615
"U1447A"	77	1	30	634.1	1.1913	1.0544	4.0562	1.6381
"U1447A"	77	1	41	634.21	0.98135	1.1811	3.4201	1.5866
"U1447A"	77	1	50	634.3	1.0962	1.0668	3.2904	1.6219
"U1447A"	77	1	61	634.41	0.98048	1.069	2.9205	1.6996
"U1447A"	77	1	70	634.5	1.0537	1.1777	3.2029	1.6914
"U1447A"	77	1	81	634.61	0.84517	0.92526	3.9394	1.6959
"U1447A"	77	1	90	634.7	1.0046	0.89547	3.2468	1.6594
"U1447A"	77	1	101	634.81	1.1424	1.1791	3.4081	1.6604
"U1447A"	77	1	110	634.9	1.14	1.1226	2.986	1.6349
"U1447A"	77	1	121	635.01	1.0519	0.88013	1.9397	1.6298
"U1447A"	77	1	130	635.1	0.95782	0.94022	2.4602	1.6188
"U1447A"	77	1	141	635.21	0.98935	1.2765	3.7491	1.5636
"U1447A"	77	1	150	635.3	0.80985	1.7617	2.6915	1.5157
"U1447A"	77	2	1	635.31	0.80804	0.75734	3.1408	1.6555
"U1447A"	77	2	10	635.4	1.0203	0.98739	1.5725	1.6397
"U1447A"	77	2	21	635.51	1.0482	1.2206	1.8925	1.5911
"U1447A"	77	2	30	635.6	1.0859	1.2745	3.4812	1.5822
"U1447A"	77	2	41	635.71	0.98075	1.4406	2.6451	1.5823
"U1447A"	77	2	50	635.8	1.0439	1.3392	3.0294	1.6251
"U1447A"	77	2	61	635.91	1.0072	1.1729	3.3756	1.6936
"U1447A"	77	2	70	636	1.1378	1.051	2.5453	1.7339
"U1447A"	77	2	81	636.11	1.0242	1.0637	2.6222	1.7305
"U1447A"	77	2	90	636.2	0.96815	1.5452	3.4417	1.69
"U1447A"	77	2	101	636.31	1.0277	1.2426	3.2798	1.6466
"U1447A"	77	2	110	636.4	1.116	1.3449	3.563	1.6602
"U1447A"	77	2	121	636.51	1.0459	1.0057	4.0003	1.682
"U1447A"	77	2	130	636.6	1.0001	1.3313	2.5995	1.6904
"U1447A"	77	2	141	636.71	0.97393	1.1141	2.4967	1.5488
"U1447A"	77	2	150	636.8	1.4151	1.4419	2.9281	1.194
"U1447A"	77	3	1	636.81	0.86972	1.6807	3.4124	1.5984
"U1447A"	77	3	10	636.9	1.0214	0.68014	3.1384	1.6252
"U1447A"	77	3	21	637.01	0.93783	0.92735	3.2886	1.6933
"U1447A"	77	3	30	637.1	0.93191	0.81723	3.7213	1.7092
"U1447A"	77	3	41	637.21	0.80388	1.1591	2.5911	1.7217
"U1447A"	77	3	50	637.3	0.7951	1.1796	2.5304	1.6731
"U1447A"	77	3	61	637.41	0.97726	1.1443	1.6645	1.6248
"U1447A"	77	3	70	637.5	1.1153	1.3656	3.0261	1.5828
"U1447A"	77	3	81	637.61	1.0168	1.3631	2.7354	1.6067
"U1447A"	77	3	90	637.7	0.96527	0.99865	2.8237	1.6045
"U1447A"	77	3	101	637.81	0.97926	1.3257	1.7928	1.6433
"U1447A"	77	3	110	637.9	1.0536	1.3696	2.8268	1.727
"U1447A"	77	3	121	638.01	0.93755	1.131	2.2831	1.6851
"U1447A"	77	3	130	638.1	0.94001	1.0116	3.0295	1.6316
"U1447A"	77	3	141	638.21	0.89634	0.56511	2.0812	1.6183
"U1447A"	77	4	1	638.27	0.99589	1.003	2.9071	1.7011
"U1447A"	77	3	150	638.3	0.34763	0.53642	1.4397	1.618
"U1447A"	77	4	10	638.36	0.97269	0.7938	1.6222	1.6866
"U1447A"	77	4	21	638.47	1.0997	1.0413	3.0855	1.6666
"U1447A"	77	4	30	638.56	1.084	1.3114	2.6274	1.6637
"U1447A"	77	4	41	638.67	0.97942	0.96875	3.3058	1.6832
"U1447A"	77	4	50	638.76	0.77944	1.1217	4.062	1.6872
"U1447A"	77	4	61	638.87	0.91797	1.0392	3.1301	1.6259
"U1447A"	77	4	70	638.96	1.0145	0.95572	3.8378	1.6405
"U1447A"	77	4	81	639.07	0.94831	0.88774	3.1183	1.5927
"U1447A"	77	4	90	639.16	1.0485	1.2608	3.9689	1.6095
"U1447A"	77	4	101	639.27	1.1128	1.2048	3.3234	1.625
"U1447A"	77	4	110	639.36	1.0154	1.154	3.1562	1.6286
"U1447A"	77	4	121	639.47	1.0333	1.0771	2.73	1.6103
"U1447A"	77	4	130	639.56	1.0565	0.98348	3.9235	1.4494
"U1447A"	77	5	1	639.67	1.0475	1.0881	2.243	1.6373
"U1447A"	77	5	10	639.76	1.1415	1.0613	3.1612	1.6135
"U1447A"	77	5	21	639.87	1.0746	1.2237	5.1013	1.6208
"U1447A"	77	5	30	639.96	1.127	1.4989	3.0319	1.676
"U1447A"	77	5	41	640.07	1.0376	1.7231	3.0334	1.6525
"U1447A"	77	5	50	640.16	0.97624	1.6407	3.7974	1.6232
"U1447A"	77	5	61	640.27	1.2166	1.4798	3.4155	1.6002
"U1447A"	77	5	70	640.36	1.1684	1.4823	3.3058	1.5612
"U1447A"	77	5	81	640.47	1.1525	1.1742	5.6848	1.5376
"U1447A"	77	6	1	640.5	1.2033	0.88506	2.7721	1.4166
"U1447A"	77	6	10	640.59	1.4695	1.0303	3.8478	1.5714
"U1447A"	77	6	21	640.7	1.5458	1.1145	2.7169	1.6313
"U1447A"	77	6	30	640.79	1.4355	1.0008	4.0287	1.6846
"U1447A"	77	6	41	640.9	1.0755	1.1857	3.4007	1.7172
"U1447A"	77	6	50	640.99	1.1187	1.2271	4.4981	1.7075
"U1447A"	77	6	61	641.1	1.1543	1.2783	3.4638	1.6867
"U1447A"	77	6	70	641.19	1.1487	1.4931	3.4699	1.7017
"U1447A"	77	7	1	641.29	0.93704	1.0081	1.6408	1.6177
"U1447A"	77	7	10	641.38	1.0406	1.0109	2.299	1.6015
"U1447A"	77	7	21	641.49	1.1512	1.0223	1.8624	1.6168
"U1447A"	77	7	30	641.58	1.1169	1.3346	2.4536	1.6657
"U1447A"	77	7	41	641.69	1.0103	1.0394	2.8764	1.6468
"U1447A"	77	7	50	641.78	0.93034	1.1086	2.1217	1.6705
"U1447A"	77	7	61	641.89	1.2887	1.3734	3.4037	1.5784
"U1447A"	77	7	70	641.98	0.73945	1.098	3.4438	1.5426
"U1447A"	77	8	1	642.07	1.0249	0.68999	4.5168	1.4893
"U1447A"	77	8	10	642.16	1.1608	1.3498	3.5497	1.6146
"U1447A"	77	8	21	642.27	1.0382	1.0731	3.0917	1.6174
"U1447A"	77	8	30	642.36	1.1461	0.97879	3.4491	1.6381
"U1447A"	77	8	41	642.47	1.0013	1.1557	3.4421	1.6565
"U1447A"	77	8	50	642.56	1.0333	0.82168	3.7929	1.6781
"U1447A"	77	8	61	642.67	0.9803	1.4533	2.6902	1.7245
"U1447A"	78	1	1	643.51	1.0525	1.5884	5.3166	1.1216
"U1447A"	78	1	10	643.6	0.99852	1.0401	3.587	1.422
"U1447A"	78	1	21	643.71	0.99574	1.2851	3.424	1.5434
"U1447A"	78	1	30	643.8	1.121	1.2239	3.7651	1.6138
"U1447A"	78	1	41	643.91	0.9673	1.5422	3.2855	1.6096
"U1447A"	78	1	50	644	1.128	1.6239	3.3757	1.54
"U1447A"	78	1	61	644.11	1.1307	1.7639	4.4043	1.583
"U1447A"	78	1	70	644.2	1.0818	1.3413	3.111	1.5799
"U1447A"	78	1	81	644.31	1.0831	1.1031	3.2859	1.5984
"U1447A"	78	1	90	644.4	0.9913	1.1888	2.1942	1.6091
"U1447A"	78	1	101	644.51	1.0696	1.6039	2.5149	1.6337
"U1447A"	78	1	110	644.6	1.1014	0.96812	3.4877	1.6219
"U1447A"	78	1	121	644.71	1.1264	1.4219	2.6427	1.6115
"U1447A"	78	1	130	644.8	0.98065	0.87501	3.2761	1.5925
"U1447A"	78	1	141	644.91	1.101	1.0198	2.4381	1.586
"U1447A"	78	1	150	645	0.8594	1.483	3.74	1.4808
"U1447A"	78	2	1	645.01	0.99266	0.48769	2.8545	1.6433
"U1447A"	78	2	10	645.1	1.2144	0.98425	3.7716	1.6449
"U1447A"	78	2	21	645.21	1.1468	0.9751	3.7132	1.6528
"U1447A"	78	2	30	645.3	1.0764	1.0127	2.6255	1.6649
"U1447A"	78	2	41	645.41	1.075	1.058	3.9347	1.6945
"U1447A"	78	2	50	645.5	1.0834	1.3119	3.5018	1.7208
"U1447A"	78	2	61	645.61	1.2441	1.1185	3.879	1.7002
"U1447A"	78	2	70	645.7	1.227	1.1276	3.5795	1.6537
"U1447A"	78	2	81	645.81	1.162	1.3646	4.7859	1.6048
"U1447A"	78	2	90	645.9	1.3222	1.3416	4.2858	1.6571
"U1447A"	78	2	101	646.01	1.3107	1.2399	3.1371	1.7214
"U1447A"	78	2	110	646.1	1.2126	1.2715	2.5594	1.756
"U1447A"	78	2	121	646.21	1.2026	1.1397	4.0156	1.7097
"U1447A"	78	2	130	646.3	1.1555	1.2583	3.0747	1.6522
"U1447A"	78	2	141	646.41	1.3828	1.4341	3.7689	1.4671
"U1447A"	78	2	150	646.5	1.1783	0.68788	5.3139	1.2618
"U1447A"	78	3	1	646.51	1.1948	1.0256	3.2786	1.6635
"U1447A"	78	3	10	646.6	1.2387	1.0349	4.0353	1.6546
"U1447A"	78	3	21	646.71	1.2339	1.0598	3.7475	1.6376
"U1447A"	78	3	30	646.8	1.3035	1.4513	5.4195	1.6455
"U1447A"	78	3	41	646.91	1.1398	1.61	3.2194	1.6427
"U1447A"	78	3	50	647	1.1042	1.1511	3.9989	1.6793
"U1447A"	78	3	61	647.11	1.0953	1.3296	2.4984	1.6854
"U1447A"	78	3	70	647.2	1.0743	1.0629	2.5605	1.6746
"U1447A"	78	3	81	647.31	0.92977	0.84175	3.8072	1.6797
"U1447A"	78	3	90	647.4	0.89675	1.1647	4.3239	1.6756
"U1447A"	78	3	101	647.51	1.0541	0.90868	1.7659	1.6683
"U1447A"	78	3	110	647.6	1.0972	1.2058	3.3904	1.6685
"U1447A"	78	3	121	647.71	1.0198	1.0899	3.2896	1.67
"U1447A"	79	1	1	647.71	1.604	2.3919	5.491	0.80787
"U1447A"	78	3	130	647.8	1.131	1.3829	2.898	1.6583
"U1447A"	79	1	10	647.8	1.1645	1.5193	3.0196	1.2193
"U1447A"	78	3	141	647.91	1.2492	1.5409	4.5556	1.5058
"U1447A"	79	1	21	647.91	1.102	0.98517	3.3043	1.3843
"U1447A"	78	3	150	648	1.6589	1.9248	1.2748	1.1408
"U1447A"	79	1	30	648	1.1477	1.3637	5.1974	1.3878
"U1447A"	78	4	1	648.01	1.2575	1.4626	3.5011	1.6306
"U1447A"	78	4	10	648.1	1.4233	1.5276	4.454	1.6407
"U1447A"	79	1	41	648.11	0.99643	1.3821	3.9336	1.4145
"U1447A"	79	1	50	648.2	0.94919	1.0164	3.8473	1.4229
"U1447A"	78	4	21	648.21	1.2954	1.6204	3.6467	1.6829
"U1447A"	78	4	30	648.3	1.2432	1.4671	4.2827	1.6842
"U1447A"	79	1	61	648.31	1.1564	1.3376	2.4321	1.4217
"U1447A"	79	1	70	648.4	1.0593	1.0842	2.6906	1.407
"U1447A"	78	4	41	648.41	1.0282	1.6845	3.6091	1.6181
"U1447A"	78	4	50	648.5	1.0899	1.438	3.4755	1.6545
"U1447A"	79	1	81	648.51	0.90841	0.87627	4.651	1.4364
"U1447A"	79	1	90	648.6	0.86772	1.0437	1.8778	1.4237
"U1447A"	78	4	61	648.61	1.1634	1.5444	4.3927	1.6157
"U1447A"	78	4	70	648.7	1.1126	1.7236	5.2655	1.6724
"U1447A"	79	1	101	648.71	1.093	1.407	2.2103	1.3913
"U1447A"	79	1	110	648.8	0.85498	1.276	3.2019	1.4036
"U1447A"	78	4	81	648.81	1.21	1.2469	3.1846	1.6941
"U1447A"	78	4	90	648.9	1.0644	1.6489	4.4264	1.7013
"U1447A"	79	1	121	648.91	0.84389	0.7794	2.9426	1.4007
"U1447A"	79	1	130	649	0.90948	0.72797	3.273	1.3844
"U1447A"	78	4	101	649.01	1.1806	1.4229	4.3515	1.6863
"U1447A"	78	4	110	649.1	1.2808	1.2116	3.5617	1.6971
"U1447A"	79	1	141	649.11	0.93772	1.0972	3.2945	1.3032
"U1447A"	79	1	150	649.2	1.0686	0.83466	1.687	1.1184
"U1447A"	78	4	121	649.21	1.2421	1.0369	3.6854	1.714
"U1447A"	79	2	1	649.22	0.90955	0.98592	1.6845	1.4246
"U1447A"	78	4	130	649.3	1.2138	1.1491	3.3161	1.6975
"U1447A"	79	2	10	649.31	0.92035	0.87533	4.2495	1.4229
"U1447A"	78	4	141	649.41	1.3874	1.5547	4.4779	1.4576
"U1447A"	79	2	21	649.42	1.0568	1.187	2.1097	1.4273
"U1447A"	78	4	150	649.5	1.527	0.91276	4.1441	1.0548
"U1447A"	78	5	1	649.51	0.93506	1.2737	3.2986	1.5763
"U1447A"	79	2	30	649.51	0.84848	1.585	3.3958	1.4546
"U1447A"	78	5	10	649.6	1.0316	0.98868	3.4055	1.5903
"U1447A"	79	2	41	649.62	0.92685	1.2006	2.7105	1.4933
"U1447A"	78	5	21	649.71	1.1681	1.4005	3.4319	1.6227
"U1447A"	79	2	50	649.71	0.99714	1.3946	3.552	1.5024
"U1447A"	78	5	30	649.8	1.1509	1.7931	3.2892	1.6313
"U1447A"	79	2	61	649.82	1.0444	1.0349	4.0362	1.5097
"U1447A"	78	5	41	649.91	0.99076	1.8446	2.6144	1.6536
"U1447A"	79	2	70	649.91	1.1695	1.4274	3.1631	1.5143
"U1447A"	78	5	50	650	0.99342	1.76	2.7306	1.6514
"U1447A"	79	2	81	650.02	1.0264	1.0863	3.8453	1.5516
"U1447A"	78	5	61	650.11	1.0778	1.3406	2.4146	1.6399
"U1447A"	79	2	90	650.11	0.90921	1.3831	3.8851	1.6074
"U1447A"	78	5	70	650.2	1.1639	1.4412	3.5942	1.6469
"U1447A"	79	2	101	650.22	1.1115	1.3055	1.4677	1.5672
"U1447A"	78	5	81	650.31	1.3316	1.114	2.713	1.4214
"U1447A"	79	2	110	650.31	1.0353	1.6691	4.0814	1.5759
"U1447A"	78	5	90	650.4	1.5307	0.97512	7.4632	1.0011
"U1447A"	79	2	121	650.42	1.1665	0.96566	3.6483	1.6186
"U1447A"	78	6	1	650.42	0.74964	1.3469	2.3676	1.6586
"U1447A"	78	6	10	650.51	1.2252	0.97717	3.2688	1.6569
"U1447A"	79	2	130	650.51	1.0912	1.3497	2.6353	1.6674
"U1447A"	78	6	21	650.62	1.2252	1.8185	2.9292	1.6586
"U1447A"	79	2	141	650.62	1.2259	1.3405	3.2897	1.5292
"U1447A"	78	6	30	650.71	1.4108	1.3561	4.0647	1.6697
"U1447A"	79	2	150	650.71	1.3975	1.6163	0.46664	1.2413
"U1447A"	79	3	1	650.72	1.0161	0.91037	3.7882	1.7085
"U1447A"	79	3	10	650.81	1.2602	1.0697	3.7683	1.6882
"U1447A"	78	6	41	650.82	1.0478	0.99179	3.7113	1.685
"U1447A"	78	6	50	650.91	1.1382	1.1698	2.8362	1.6872
"U1447A"	79	3	21	650.92	1.1718	1.326	2.4255	1.6515
"U1447A"	79	3	30	651.01	1.2393	1.3302	3.721	1.6711
"U1447A"	78	6	61	651.02	1.2581	1.0329	3.1097	1.6769
"U1447A"	78	6	70	651.11	1.1881	1.6036	3.7806	1.6986
"U1447A"	79	3	41	651.12	1.1413	1.1906	2.7437	1.6762
"U1447A"	79	3	50	651.21	1.1992	1.7014	3.6287	1.6607
"U1447A"	78	6	81	651.22	1.0729	1.1237	5.4992	1.7194
"U1447A"	79	3	61	651.32	1.295	1.2007	3.4575	1.6897
"U1447A"	79	3	70	651.41	1.2704	1.3973	2.8196	1.6987
"U1447A"	79	3	81	651.52	1.0648	1.4808	3.8718	1.6886
"U1447A"	79	3	90	651.61	1.0947	1.4977	3.7759	1.6918
"U1447A"	79	3	101	651.72	1.1036	1.5083	2.6014	1.6787
"U1447A"	79	3	110	651.81	1.1486	1.5779	3.6424	1.6949
"U1447A"	79	3	121	651.92	1.1982	1.2743	3.1557	1.6974
"U1447A"	79	3	130	652.01	1.3188	1.3713	4.6495	1.435
"U1447A"	79	3	141	652.12	1.3987	2.0574	5.7069	0.77983
"U1447A"	79	4	1	652.22	1.0765	1.1048	3.5477	1.6809
"U1447A"	79	4	10	652.31	1.0927	1.2553	3.5436	1.6618
"U1447A"	79	4	21	652.42	1.0188	1.1338	2.7639	1.6035
"U1447A"	79	4	30	652.51	1.1477	1.1291	3.3349	1.5664
"U1447A"	79	4	41	652.62	0.96363	1.1652	4.0618	1.5735
"U1447A"	79	4	50	652.71	1.053	1.3348	2.6811	1.6305
"U1447A"	79	4	61	652.82	0.99482	0.95802	2.2889	1.6751
"U1447A"	79	4	70	652.91	1.0623	1.4841	4.2554	1.6564
"U1447A"	79	4	81	653.02	0.94223	1.1847	3.5081	1.6193
"U1447A"	79	4	90	653.11	0.90314	1.2825	2.3667	1.6125
"U1447A"	79	4	101	653.22	0.85495	1.4548	2.6478	1.6492
"U1447A"	79	4	110	653.31	0.97147	1.3792	2.5657	1.651
"U1447A"	80	1	1	653.31	0.93466	1.2699	3.3204	1.106
"U1447A"	80	1	10	653.4	1.2133	1.6355	4.4646	1.3896
"U1447A"	79	4	121	653.42	0.88499	1.2119	3.246	1.6562
"U1447A"	79	4	130	653.51	0.99921	1.241	1.2337	1.6312
"U1447A"	80	1	21	653.51	1.2029	1.0491	2.456	1.4575
"U1447A"	80	1	30	653.6	1.1646	1.3946	4.2024	1.4459
"U1447A"	80	1	41	653.71	1.0632	1.2881	3.1612	1.4548
"U1447A"	80	1	50	653.8	1.1992	1.2467	3.1037	1.4529
"U1447A"	80	1	61	653.91	1.1177	1.6848	3.0307	1.4308
"U1447A"	80	1	70	654	1.3024	1.7208	3.5283	1.4287
"U1447A"	80	1	81	654.11	1.0421	1.2744	3.0427	1.4444
"U1447A"	80	1	90	654.2	1.0987	1.5293	3.372	1.4284
"U1447A"	80	1	101	654.31	1.2938	1.9398	3.0773	1.4191
"U1447A"	80	1	110	654.4	1.0517	1.3386	2.557	1.404
"U1447A"	80	1	121	654.51	1.0218	1.6274	2.3873	1.3817
"U1447A"	80	1	130	654.6	0.95453	1.2085	3.3316	1.4013
"U1447A"	80	1	141	654.71	1.3463	1.5916	4.6747	1.199
"U1447A"	80	1	150	654.8	1.6213	2.0421	7.3824	0.66015
"U1447A"	80	2	1	654.81	0.99784	1.3888	3.4207	1.4456
"U1447A"	80	2	10	654.9	1.0776	1.5414	3.5318	1.4442
"U1447A"	80	2	21	655.01	1.3371	1.6083	3.2206	1.4644
"U1447A"	80	2	30	655.1	1.3681	1.489	3.2135	1.4929
"U1447A"	80	2	41	655.21	1.1707	1.3757	2.945	1.4212
"U1447A"	80	2	50	655.3	1.0601	1.7234	2.0964	1.4276
"U1447A"	80	2	61	655.41	1.2253	0.91864	3.6329	1.47
"U1447A"	80	2	70	655.5	1.2477	1.9147	2.6858	1.5497
"U1447A"	80	2	81	655.61	1.0502	1.6331	3.8517	1.6974
"U1447A"	80	2	90	655.7	1.0031	1.4265	4.3875	1.749
"U1447A"	80	2	101	655.81	1.1378	1.0403	2.3417	1.7545
"U1447A"	80	2	110	655.9	1.166	1.8559	2.8668	1.7029
"U1447A"	80	2	121	656.01	1.2247	1.6562	3.5958	1.6423
"U1447A"	80	2	130	656.1	1.2944	1.1683	4.1281	1.5962
"U1447A"	80	2	141	656.21	1.2606	1.5656	3.9555	1.482
"U1447A"	80	2	150	656.3	1.0305	0.87876	4.2226	1.3115
"U1447A"	80	3	1	656.31	1.1644	1.4048	4.2469	1.6439
"U1447A"	80	3	10	656.4	1.3093	1.8023	3.4741	1.6497
"U1447A"	80	3	21	656.51	1.2238	1.2833	3.4956	1.6744
"U1447A"	80	3	30	656.6	1.2047	1.3355	2.9133	1.6955
"U1447A"	80	3	41	656.71	1.0829	1.6205	4.1276	1.6821
"U1447A"	80	3	50	656.8	1.143	1.3765	2.4974	1.64
"U1447A"	80	3	61	656.91	1.0211	1.8163	2.0146	1.654
"U1447A"	80	3	70	657	0.97262	1.0367	2.0587	1.7169
"U1447A"	80	3	81	657.11	0.92576	1.3052	2.3199	1.6481
"U1447A"	80	3	90	657.2	0.89806	1.245	3.7274	1.5988
"U1447A"	80	3	101	657.31	1.0614	1.4483	1.6223	1.6567
"U1447A"	80	3	110	657.4	0.96787	1.566	2.4868	1.6514
"U1447A"	80	3	121	657.51	1.0292	1.3724	2.1807	1.6384
"U1447A"	80	3	130	657.6	0.98149	1.2483	2.2362	1.5969
"U1447A"	80	3	141	657.71	1.0573	1.7123	4.4061	1.4164
"U1447A"	80	3	150	657.8	1.2318	0.8184	4.6719	0.93326
"U1447A"	80	4	1	657.81	1.2143	1.4726	2.4249	1.6195
"U1447A"	80	4	10	657.9	0.97203	1.2763	2.3492	1.6344
"U1447A"	80	4	21	658.01	1.2896	1.3016	3.0292	1.6508
"U1447A"	80	4	30	658.1	1.3957	1.4062	3.8618	1.6102
"U1447A"	80	4	41	658.21	1.134	1.2333	4.0382	1.651
"U1447A"	80	4	50	658.3	1.073	1.5007	4.2778	1.6665
"U1447A"	80	4	61	658.41	1.2005	1.2243	3.0823	1.6918
"U1447A"	80	4	70	658.5	1.2931	1.4218	4.2222	1.6992
"U1447A"	80	4	81	658.61	1.2009	1.4416	3.8185	1.5999
"U1447A"	80	4	90	658.7	1.2664	1.7062	3.6908	1.5759
"U1447A"	80	4	101	658.81	1.179	1.4471	2.445	1.6276
"U1447A"	80	4	110	658.9	1.3168	1.3561	3.6711	1.6465
"U1447A"	80	4	121	659.01	1.2235	1.2754	3.7177	1.6622
"U1447A"	80	4	130	659.1	1.2113	0.91176	3.216	1.6548
"U1447A"	80	4	141	659.21	0.99784	1.4248	3.6715	1.6503
"U1447A"	80	5	1	659.25	1.0702	1.1448	3.3624	1.6221
"U1447A"	80	5	10	659.34	1.3671	1.6356	3.2677	1.5609
"U1447A"	80	5	21	659.45	1.2927	1.153	3.1525	1.5411
"U1447A"	80	5	30	659.54	1.1931	0.94913	1.93	1.6022
"U1447A"	80	5	41	659.65	1.0467	1.4761	3.9965	1.5992
"U1447A"	80	5	50	659.74	1.1838	1.2532	4.4392	1.5748
"U1447A"	80	5	61	659.85	1.2483	1.2557	3.0852	1.6495
"U1447A"	80	5	70	659.94	1.2284	1.4367	2.8726	1.7111
"U1447A"	80	5	81	660.05	1.1248	1.384	3.4367	1.6945
"U1447A"	80	5	90	660.14	1.2344	1.0155	4.1203	1.6543
"U1447A"	80	5	101	660.25	1.2718	1.527	3.9399	1.6002
"U1447A"	80	5	110	660.34	1.3449	1.9842	4.364	1.4147
"U1447A"	80	5	121	660.45	1.345	2.0862	4.5293	1.3038
"U1447A"	80	5	130	660.54	1.2587	1.4307	4.5334	1.4517
"U1447A"	80	5	141	660.65	1.2684	1.0261	3.5964	1.5696
"U1447A"	80	6	1	660.7	1.2806	1.5554	4.0724	1.3393
"U1447A"	80	6	10	660.79	1.2159	1.4701	3.0813	1.4507
"U1447A"	80	6	21	660.9	1.4141	1.7405	4.4207	1.1633
"U1447A"	80	6	30	660.99	1.2016	1.3953	3.4053	1.534
"U1447A"	80	6	41	661.1	1.0769	1.4517	2.8982	1.682
"U1447A"	80	6	50	661.19	1.0144	1.354	3.0067	1.6374
"U1447A"	80	6	61	661.3	1.1229	1.6775	3.4642	1.614
"U1447A"	80	6	70	661.39	1.1228	1.6571	3.6924	1.6371
"U1447A"	80	6	81	661.5	0.97184	1.3127	3.6409	1.6387
"U1447A"	80	6	90	661.59	1.0102	1.3573	3.7916	1.6094
"U1447A"	80	6	101	661.7	1.1449	1.145	3.55	1.594
"U1447A"	80	6	110	661.79	1.2491	1.4683	2.2711	1.5808
"U1447A"	80	6	121	661.9	1.0956	1.1659	2.2141	1.4082
"U1447A"	80	6	130	661.99	1.866	2.7368	4.3101	0.7234
"U1447A"	80	7	1	662.01	0.91812	1.109	1.6695	1.7424
"U1447A"	80	7	10	662.1	1.1456	1.181	2.4062	1.7267
"U1447A"	80	7	21	662.21	1.1947	1.078	3.0489	1.6867
"U1447A"	80	7	30	662.3	1.0828	1.2394	3.4887	1.6602
"U1447A"	80	7	41	662.41	1.008	1.5555	3.5444	1.5698
"U1447A"	80	7	50	662.5	1.0615	1.6495	2.7477	1.5408
"U1447A"	80	7	61	662.61	1.2935	1.7105	2.6393	1.4148
"U1447A"	80	7	70	662.7	1.0725	2.0307	4.8052	0.98012
"U1447A"	81	1	1	663.01	1.6424	1.624	4.7068	1.0506
"U1447A"	81	1	10	663.1	1.2897	1.3617	4.0242	1.4633
"U1447A"	81	1	21	663.21	1.2686	1.0449	3.8596	1.7005
"U1447A"	81	1	30	663.3	1.3546	1.527	3.849	1.7263
"U1447A"	81	1	41	663.41	1.209	0.99027	3.7056	1.6876
"U1447A"	81	1	50	663.5	1.1015	0.90001	3.307	1.6971
"U1447A"	81	1	61	663.61	1.2436	1.4161	3.9395	1.6423
"U1447A"	81	1	70	663.7	1.0825	1.3859	3.4323	1.6514
"U1447A"	81	1	81	663.81	1.1246	1.3026	4.2957	1.6217
"U1447A"	81	1	90	663.9	1.0061	1.0278	2.5385	1.6722
"U1447A"	81	1	101	664.01	1.1746	1.127	2.9357	1.6195
"U1447A"	81	1	110	664.1	1.267	1.3653	4.2708	1.506
"U1447A"	81	1	121	664.21	1.2847	1.224	2.2574	1.522
"U1447A"	81	1	130	664.3	1.0198	1.0074	3.2705	1.5688
"U1447A"	81	1	141	664.41	1.0924	1.1471	3.9929	1.6467
"U1447A"	81	2	1	664.51	1.0263	1.2609	2.8886	1.712
"U1447A"	81	2	10	664.6	1.2856	1.711	3.1664	1.7104
"U1447A"	81	2	21	664.71	1.1877	1.0158	3.6709	1.7492
"U1447A"	81	2	30	664.8	1.2659	1.688	3.0533	1.7574
"U1447A"	81	2	41	664.91	0.96521	1.7855	3.6755	1.7764
